drone_x,drone_y,drone_z,peer_mac,avg_real_azimuth,avg_experimental_azimuth,avg_real_elevation,avg_experimental_elevation,mean_azimuth_error,mean_elevation_error
3.0,-3.0,-0.72,20BA36977463,-45.0,-50.01969365426696,-9.6316519614038,13.680525164113785,5.3347921225382935,23.31217712551759
3.0,-3.0,-0.72,20BA369AFC6B,0.0,-5.988700564971752,-13.495733280795811,-12.026365348399247,5.988700564971752,1.4693679323965643
3.0,-2.4,-0.72,20BA36977463,-51.34019174590993,-57.469565217391306,-10.614591467407536,-8.904347826086957,6.147003329310135,1.7370546696748375
3.0,-2.4,-0.72,20BA369AFC6B,0.0,-6.998344370860927,-16.69924423399362,-15.79635761589404,6.998344370860927,0.9038824981194701
3.0,-1.8,-0.72,20BA36977463,-59.036243467926504,-56.1231101511879,-11.62901399521606,-13.181425485961123,2.9131333167386058,1.552411490745064
3.0,-1.8,-0.72,20BA369AFC6B,0.0,-6.3426573426573425,-21.80140948635181,-21.0,6.3426573426573425,0.8014094863518118
3.0,-1.2,-0.72,20BA36977463,-68.19859051364818,-66.5583864118896,-12.562228295302136,21.38004246284501,1.8256234047672308,33.942270758147146
3.0,-1.2,-0.72,20BA369AFC6B,0.0,-7.0,-30.96375653207352,-30.02568493150685,7.0,0.9399334225491967
3.0,-0.6,-0.72,20BA36977463,-78.69006752597977,-72.615234375,-13.242976219823511,47.203125,6.074833150979771,60.44610121982351
3.0,-0.6,-0.72,20BA369AFC6B,0.0,-1.6376811594202898,-50.19442890773481,-51.710144927536234,1.6376811594202898,1.5157160198014215
